idx,R_mean_s,X_jobs_per_s,N_mean,U_A,U_B,U_P
1,2.4656889474,0.3661903502,0.9029114992,0.2819396648,0.2447046911,0.1835628109
2,3.0231590286,0.3574573985,1.0806505617,0.2308279685,0.3080542962,0.1467455944
3,2.7249777177,0.5046290857,1.3751030143,0.3540693647,0.4101958573,0.1871012640
4,2.4572149723,0.2016670363,0.4955392610,0.1401247737,0.1508030963,0.0866594237
5,3.8083296928,0.3545763403,1.3503436050,0.2461174454,0.4783746247,0.1377754155
6,2.2075217299,0.5514759698,1.2173951869,0.3612295043,0.3786661405,0.1942327538
7,2.8144834916,0.2431623961,0.6843765496,0.1570443586,0.1702682867,0.1027667184
8,3.5368237076,0.4016524234,1.4205738133,0.2709449778,0.3755717560,0.1476570156
9,2.9196725439,0.3208523952,0.9367839290,0.2236107867,0.3167297002,0.1323938872
10,2.9932284898,0.2862837352,0.8569126323,0.1748657362,0.2941666510,0.1259323742
11,2.2375350482,0.3170624741,0.7094383982,0.2214977758,0.1695225244,0.1285041531
12,2.3050430654,0.3270986566,0.7539764900,0.2186710150,0.1810116458,0.1464346993
13,3.9878563272,0.3588036213,1.4308572914,0.2653271036,0.3935418074,0.1539949493
14,4.4133882009,0.2845395804,1.2557836270,0.2141907577,0.3014358810,0.1195586309
15,3.3427864810,0.4306515999,1.4395763462,0.2992298964,0.2108728189,0.1503938670
16,2.9622522364,0.4169737239,1.2351813462,0.3009703126,0.4167118555,0.1844737704
17,3.6673868013,0.4068564209,1.4920998680,0.2882287388,0.3936142084,0.1541565824
18,2.8339889569,0.6276387434,1.7787212679,0.4178010189,0.4850540655,0.2461525908
19,3.3505604808,0.4301116684,1.4411151586,0.3049181058,0.2914290956,0.1770306751
20,2.7384702049,0.5153218933,1.4111936507,0.3574418016,0.4605844945,0.1885761581
21,2.9133734561,0.2209390492,0.6436779613,0.1470035615,0.2101939426,0.0939144183
22,2.6787259503,0.3438769515,0.9211521137,0.2479954412,0.2990610255,0.1313766491
23,3.0970723316,0.4140713775,1.2824090066,0.3170584827,0.3372055817,0.1955161574
24,2.5755020061,0.4011744583,1.0332256223,0.2759713254,0.2781043927,0.1644723726
25,2.5812131097,0.2758746457,0.7120912522,0.1888032728,0.2014790519,0.1038080893
26,2.8902964074,0.2725156674,0.7876510544,0.1901807061,0.2115338669,0.1150706401
27,2.2625399570,0.3566115238,0.8068478218,0.2282969116,0.2732518621,0.1406050879
