idx,R_mean_s,X_jobs_per_s,N_mean,U_A,U_B,U_P
44,2.2132960101,0.4310004724,0.9539316260,0.2598070464,0.2788174261,0.2152690677
45,2.2126407042,0.3990325115,0.8829155772,0.2902062307,0.2728804392,0.1663044725
46,2.0986771711,0.3833346978,0.8044957791,0.2451402604,0.2989223504,0.1730004341
47,2.8530967808,0.5985016276,1.7075830670,0.4204910772,0.5174976912,0.2164851668
48,3.7774304440,0.4182704438,1.5799875081,0.3330023541,0.4184153308,0.1769820495
49,2.3837810887,0.4282616376,1.0208819926,0.2457868051,0.2769314156,0.1873386391
50,2.3488076142,0.4137307997,0.9717740526,0.2646618516,0.3039873628,0.1739845443
51,2.4727801239,0.4034074258,0.9975378642,0.2659188562,0.3810333680,0.1445905268
52,3.3451351416,0.3716724829,1.2432946838,0.2932524113,0.3673057014,0.1548549044
53,2.5936586685,0.5116186946,1.3269642622,0.4085719921,0.3427583061,0.2394079249
54,3.1593430390,0.4461644057,1.4095864095,0.3741597815,0.3804028398,0.1877318959
55,2.9278631089,0.4303191206,1.2599154782,0.3195135123,0.3931724767,0.1681111242
56,2.7542317838,0.5158189290,1.4206848890,0.3524053111,0.4388280190,0.2267390854
57,2.7917021560,0.4701408733,1.3124932895,0.3474006670,0.3824417540,0.1905288980
58,2.6623128665,0.4946618980,1.3169447355,0.3834917688,0.3434226129,0.2014699357
59,2.8133144426,0.5139399610,1.4458747150,0.3853470149,0.4141822723,0.2335155522
60,2.5935842137,0.4768649870,1.2367895024,0.3660450786,0.3994547183,0.2079530848
61,2.6198109375,0.4319994467,1.1317568754,0.3212631710,0.2899419226,0.1720723878
62,3.5911840221,0.4939058103,1.7737066545,0.3400690026,0.4796078443,0.2213392155
63,2.8724112328,0.3994181639,1.1472932207,0.3117898479,0.2883038218,0.1456386344
64,2.6695041128,0.4440928788,1.1855077664,0.2976927918,0.4189000859,0.1811013092
