idx,R_mean_s,X_jobs_per_s,N_mean,U_A,U_B,U_P
1,2.0849258162,0.3362024741,0.7009572177,0.2376371167,0.2262317593,0.1126803436
2,3.2155828014,0.5151774325,1.6565956915,0.3548161505,0.4024620400,0.2543345096
3,2.8764260758,0.4734637394,1.3618834459,0.2955632201,0.3939067533,0.1692620056
4,2.8338399780,0.5233192605,1.4830030417,0.3550669452,0.4069566201,0.1867231900
5,2.7418386238,0.5103063944,1.3991777821,0.4031882004,0.4343312742,0.1955395497
6,2.5362126831,0.5566312888,1.4117353344,0.3850993000,0.3829853442,0.2210174836
7,2.9956725643,0.4708743911,1.4105854947,0.3368758677,0.3771049631,0.2085942599
8,2.6268056594,0.4617428162,1.2129086429,0.3055454534,0.3622617351,0.1993754411
9,2.7888584442,0.5678817806,1.5837418990,0.3486480840,0.4621960323,0.2125545592
10,2.7735778763,0.4380449941,1.2149519044,0.3312726677,0.3027566174,0.1667322991
11,2.7383374175,0.4411442259,1.2080017403,0.3128096475,0.3290008557,0.2049872405
12,2.5416493563,0.5449589660,1.3850946053,0.3632468655,0.4039351498,0.2172065123
13,2.1448812883,0.4232427673,0.9078054920,0.2880660566,0.2837833895,0.1247875730
14,2.3847693760,0.4590864351,1.0948152713,0.3122010849,0.3720521019,0.1581513964
15,2.4409867946,0.3903159809,0.9527561550,0.2784727800,0.3044256893,0.1204418989
16,2.8600816314,0.4799735751,1.3727636056,0.3380206697,0.4496608961,0.2259049547
17,2.1685923482,0.4284656495,0.9291673289,0.2667664927,0.2911818710,0.1754523699
18,2.4331252941,0.5282201175,1.2852257289,0.3341453820,0.4603006403,0.1972405881
19,2.3128728745,0.4114766129,0.9516930966,0.2924664033,0.3100463294,0.1237492039
20,2.5294067156,0.4890424381,1.2369872272,0.2859472099,0.4098385855,0.2104755345
21,2.8951395701,0.5950910179,1.7228715537,0.3924050323,0.4970007506,0.2432542534
22,2.1467970986,0.5785219486,1.2419692407,0.3783653957,0.3663403335,0.1689420021
23,2.3630298280,0.4881134278,1.1534265893,0.3468601495,0.3649194069,0.1539255698
24,2.6423837974,0.5250985619,1.3875119321,0.3354734805,0.3754556297,0.1927122390
25,2.5843867787,0.4088010922,1.0565001378,0.2538261993,0.3273233254,0.1697226998
26,3.1183039181,0.4773923981,1.4886545856,0.3294494169,0.4650299853,0.1592048701
27,4.4622889295,0.5125233922,2.2870274590,0.4203833251,0.4765371585,0.2678452919
28,3.0015477649,0.5525290024,1.6584421924,0.3455610576,0.4203139668,0.2331349952
29,2.5291104501,0.4030896558,1.0194582607,0.2678459193,0.2976056819,0.1767319572
30,2.7597437395,0.5531484059,1.5265478502,0.4388994231,0.3722512387,0.2420354073
31,2.7456462205,0.4603702628,1.2640138722,0.3299976434,0.3786574969,0.1443698732
32,2.5263422538,0.3284699758,0.8298275790,0.2452163641,0.2692028603,0.1461648741
33,1.8583548662,0.4272823373,0.7940422109,0.2595630283,0.2590677056,0.1259948028
34,2.7202428512,0.5046867747,1.3728705909,0.3534818530,0.3676167418,0.2116802927
35,3.3047733478,0.4843634983,1.6007115798,0.3563589700,0.4097982160,0.1653956584
36,3.1379001581,0.4763196313,1.4946434465,0.3223546394,0.4727666289,0.2142436605
37,2.8232152346,0.5494117122,1.5511075158,0.3518127302,0.4354315994,0.1711572384
38,4.0038366871,0.4835517214,1.9360621224,0.3532691172,0.6217526743,0.2331453909
39,3.5771288432,0.6141884623,2.1970312637,0.4960343818,0.4905470210,0.1880825242
40,2.8489420646,0.5250113328,1.4957268703,0.3594325944,0.3699281033,0.2741563662
41,2.9078000479,0.5344348424,1.5540296602,0.3639447969,0.5315816355,0.2682172892
42,4.5877418679,0.4663175791,2.1393446812,0.2755136048,0.5766405262,0.1626879530
43,2.7477451212,0.3794085781,1.0425180693,0.2838599567,0.3445570953,0.1397471468
