idx,R_mean_s,X_jobs_per_s,N_mean,U_A,U_B,U_P
1,1.6542076146,0.3381688217,0.5594014398,0.2523862139,0.1174793514,0.1113217692
2,2.4567284869,0.5156739269,1.2668708260,0.3339486190,0.1952370941,0.2573067925
3,1.9770923236,0.4806428846,0.9502753574,0.3240917610,0.1980360730,0.1721542697
4,1.9166879081,0.5185738382,0.9939442050,0.3298517461,0.2019529233,0.1849913944
5,1.9252161981,0.5060496383,0.9742549607,0.3808362598,0.2222997304,0.1966416994
6,1.8381293474,0.5523129346,1.0152226140,0.3764347686,0.1848549548,0.2163608089
7,2.0537938644,0.4725870891,0.9705964639,0.3246910832,0.1892382981,0.2093529739
8,2.0191445361,0.4657843198,0.9404858642,0.3231251574,0.1827162545,0.2011205176
9,1.9778732806,0.5719882912,1.1313203580,0.3788679306,0.2332674547,0.2141453383
10,2.1189226802,0.4323608513,0.9161392139,0.3223374280,0.1534356288,0.1645281336
11,2.2408713282,0.4466760393,1.0009435294,0.3228317118,0.1620192945,0.2075577177
12,2.1750067991,0.5335226647,1.1604154232,0.3725180121,0.1977291603,0.2126482991
13,1.7130656125,0.4226898042,0.7240953683,0.2969197227,0.1417063145,0.1260664879
14,1.8527265457,0.4618126179,0.8556124963,0.3283240865,0.1871307253,0.1575151325
15,1.6441938394,0.3976946191,0.6538870427,0.2701483726,0.1523805550,0.1227187650
16,1.9983102815,0.4737540743,0.9467076375,0.3262609175,0.2251451003,0.2229776768
17,1.7424643539,0.4237345339,0.7383423209,0.2722655576,0.1447617167,0.1735150257
18,1.7859205262,0.5334827528,0.9527577986,0.3175421573,0.2314632965,0.1992056879
19,1.5808285972,0.4093489968,0.6471106003,0.2765513907,0.1534129638,0.1250935674
20,1.8894441937,0.4880921670,0.9222229110,0.3079774211,0.2088195456,0.2077006317
21,1.9417571980,0.5999514067,1.1649599625,0.3863465008,0.2464315969,0.2450292944
22,1.5782502077,0.5722124249,0.9030943784,0.3759111725,0.1811724612,0.1673014146
23,1.7313687628,0.4929800815,0.8535303138,0.3525579004,0.1842788875,0.1554602591
24,1.9141737416,0.5215168263,0.9982738147,0.3281032657,0.1851762478,0.1913977347
25,1.7326873045,0.4089829195,0.7086395124,0.2554313009,0.1647312461,0.1707673480
26,1.9280437029,0.4856368701,0.9363291094,0.3203017612,0.2364812863,0.1608035027
27,2.8553253354,0.5026869685,1.4353348370,0.3950316404,0.2355063866,0.2627047660
28,2.0902728562,0.5551471719,1.1604090647,0.3525111860,0.2092093960,0.2342397099
29,2.0256405295,0.4016014476,0.8135001690,0.2688711364,0.1482534604,0.1760794623
30,2.1277702232,0.5535588737,1.1778460883,0.4220904605,0.1862637352,0.2422150115
31,2.1523778371,0.4591302510,0.9882217765,0.3456948949,0.1888187896,0.1439810115
32,2.0253483993,0.3308372434,0.6700606814,0.2620092843,0.1355714963,0.1460350294
33,1.4787610102,0.4233986229,0.6261053753,0.2707045474,0.1286785825,0.1259660587
34,2.0366900259,0.5048757322,1.0282753680,0.3681850614,0.1834930979,0.2115902650
35,2.3252881570,0.4838599427,1.1251137944,0.3434643932,0.2046860901,0.1658405858
36,2.2448774325,0.4819752525,1.0819753673,0.3540925822,0.2416264884,0.2150609102
37,2.1894190650,0.5500608024,1.2043136078,0.3941369199,0.2151923757,0.1733299430
38,2.4750933286,0.4967026543,1.2293854259,0.3372620051,0.3155956254,0.2322108657
39,2.2628105025,0.6012132408,1.3604316356,0.4747619617,0.2446133597,0.1929151846
40,2.3156674641,0.5204305475,1.2051440861,0.3377356227,0.1798147424,0.2717643198
41,2.1259322403,0.5508248703,1.1710163506,0.4018519465,0.2640048205,0.2764429671
42,2.3991998377,0.4650044911,1.1156386995,0.3006219771,0.2986164002,0.1561011382
43,2.1418431740,0.3748485102,0.8028667229,0.2927404350,0.1705625950,0.1430080035
44,1.6408653412,0.4224129842,0.6931228255,0.2538329524,0.1381761494,0.2109799295
45,1.7770491271,0.4019150936,0.7142228663,0.2942920184,0.1359557391,0.1675058441
46,1.6260508144,0.3837724267,0.6240334669,0.2556014886,0.1496318445,0.1732502365
47,2.1334946649,0.5994591091,1.2789428111,0.4570434096,0.2564727590,0.2167498781
48,2.4932583453,0.4158502574,1.0368221246,0.3340355787,0.2098632531,0.1756227019
49,1.6026278650,0.4277714916,0.6855585123,0.2331386606,0.1383072337,0.1874691403
50,1.8050630014,0.4136376990,0.7466421065,0.2743163767,0.1519594787,0.1739453930
51,1.7480173502,0.4031266559,0.7046723888,0.2606349831,0.1903840852,0.1444898923
52,2.1843105558,0.3725365245,0.8137354630,0.2910785695,0.1849743448,0.1552149017
53,2.2516576015,0.5173659666,1.1649310114,0.3747671937,0.1695475378,0.2420078123
54,2.1706110016,0.4409499988,0.9571309187,0.3425885664,0.1901215908,0.1856141215
55,2.0417528181,0.4313329365,0.8806752387,0.3210515933,0.1960075602,0.1680697514
56,1.9801527206,0.5257619860,1.0410890270,0.3472941289,0.2203353167,0.2297651180
57,1.9483366711,0.4661374761,0.9081927385,0.3513997850,0.1936514719,0.1905713749
58,2.2355625702,0.4924193275,1.1008342175,0.3790508560,0.1664960114,0.2005565633
59,2.0878509696,0.5110376691,1.0669704930,0.3799390776,0.2157819918,0.2321968567
