idx,R_mean_s,X_jobs_per_s,N_mean,U_A,U_B,U_P
31,2.5476314507,0.3632911545,0.9255319711,0.2861490299,0.2804222527,0.1274843149
32,2.5937005008,0.2885378380,0.7483807349,0.2018773776,0.2283548574,0.1173617599
33,2.0703564811,0.4329978143,0.8964598312,0.2763676136,0.2824380679,0.1317678705
34,2.5227425302,0.4196894414,1.0587684033,0.3101019137,0.3527392130,0.1886079825
35,2.8584247584,0.3936633603,1.1252570956,0.3068483003,0.2984939308,0.1287959597
36,3.2659040166,0.4258000229,1.3906220050,0.3048010755,0.4358949111,0.1948531637
37,2.2543605950,0.4486148391,1.0113396155,0.2703592313,0.3909438786,0.1280904660
38,4.3678788774,0.4763968962,2.0808439402,0.3428658310,0.5613973430,0.2224833375
39,2.4418800771,0.4879134708,1.1914261837,0.3448743603,0.3330004469,0.1783273378
40,2.5479685834,0.5079491021,1.2942383540,0.3218076808,0.3684041157,0.2569437736
41,3.6409969692,0.4427483018,1.6120452250,0.3206363322,0.5712882889,0.2173865669
42,2.9943981664,0.3962396520,1.1864992875,0.2290779448,0.3824032029,0.1329893148
43,2.5813894526,0.3212224121,0.8292001464,0.2340633657,0.3008596112,0.1220417523
44,2.0982660567,0.3439632960,0.7217265087,0.2196295154,0.2517957668,0.1682048062
45,2.0824411547,0.3611330103,0.7520382430,0.2599410248,0.2260271342,0.1453530001
46,2.2682280792,0.3585707976,0.8133203516,0.2202466683,0.2870608145,0.1930401277
47,2.7818747135,0.4538076375,1.2624359916,0.3318705897,0.3824257807,0.1228034626
48,2.9521101596,0.3801394209,1.1222134466,0.2501373002,0.3371114485,0.1638180570
49,2.2084454876,0.3361730648,0.7424198880,0.2161976382,0.2535078707,0.1648334599
50,2.2672023616,0.4139757259,0.9385667434,0.2891758532,0.2955928334,0.1606358471
51,2.4285508317,0.3413720824,0.8290394546,0.2236818260,0.3133649271,0.1183348673
52,2.8544719727,0.3363235602,0.9600261763,0.2531235841,0.3359513860,0.1438260937
53,3.0586241187,0.4540587712,1.3887951089,0.3708445127,0.3450628778,0.2101462816
54,2.6141314241,0.3862437312,1.0096918750,0.3094461701,0.3231767897,0.1675481533
55,2.3898997788,0.3564618734,0.8519081524,0.2297582883,0.3069364698,0.1347846903
56,3.1963716937,0.4596599916,1.4692441857,0.3241096726,0.4214461943,0.1937511325
57,2.5322416409,0.4078736373,1.0328346086,0.3117478006,0.2967149563,0.1728171393
58,2.7122803099,0.4750878587,1.2885714447,0.3415756293,0.3235984512,0.1879285986
59,2.6261153285,0.4594200938,1.2064901505,0.3607342825,0.3862715881,0.2079032738
60,2.5260172399,0.3732743686,0.9428974904,0.3446780438,0.3182849387,0.1726375055
61,2.7358559598,0.4064879490,1.1120924778,0.2648880636,0.2669598296,0.1509584705
62,2.7143077815,0.3873425530,1.0513669058,0.2748967175,0.3441716369,0.1756338557
63,2.9645688880,0.3720280424,1.1029027599,0.3152653841,0.2759035058,0.1398004514
64,2.9780516060,0.4136325436,1.2318190607,0.2804618600,0.3881040108,0.1674822294
