idx,R_mean_s,X_jobs_per_s,N_mean,U_A,U_B,U_P
26,2.7201695955,0.4207784944,1.1445888670,0.2746385481,0.4098821386,0.1396786737
27,4.0630006937,0.4394658621,1.7855501025,0.3377894096,0.4072117754,0.2295407526
28,2.7175373364,0.4803439794,1.3053526984,0.2888125070,0.3669296414,0.2026771280
29,2.4347177105,0.3502479918,0.8527549888,0.2305374941,0.2585920798,0.1535638839
30,2.4696191300,0.4816543869,1.1895028880,0.3780510332,0.3241380437,0.2107525114
31,2.6857945575,0.3998078031,1.0738016216,0.2826439379,0.3288444850,0.1253777807
32,2.2668026803,0.2863707990,0.6491460946,0.2058500527,0.2346998017,0.1269106625
33,1.8302803796,0.3710037133,0.6790408173,0.2289676312,0.2217635344,0.1092294324
34,2.5087067104,0.4380418957,1.0989186431,0.3266162558,0.3228287204,0.1848128863
35,3.1522172502,0.4206797117,1.3260738439,0.3117249390,0.3559182225,0.1435649899
36,3.1238522494,0.4162347135,1.3002557461,0.2896958563,0.4111565397,0.1862671541
37,2.7123035686,0.4765844187,1.2926416196,0.3066457471,0.3799724234,0.1495582878
38,3.8854790129,0.4271236557,1.6595800003,0.2936873266,0.5473739403,0.2031342024
39,2.9011298156,0.5235365201,1.5188474080,0.4268126215,0.4203789743,0.1676700847
40,2.7441811158,0.4618398236,1.2673721224,0.3001802580,0.3191419463,0.2377190395
41,2.7986455083,0.4691544224,1.3129969169,0.3546494533,0.4581445060,0.2354549468
42,3.9175603949,0.4033763591,1.5802512488,0.2505159674,0.5108385114,0.1354126896
43,2.6685947483,0.3242238254,0.8652219978,0.2457186875,0.2950549649,0.1253819145
44,2.0534307437,0.3773389679,0.7748394375,0.2229557509,0.2421218031,0.1865029446
45,2.0957641911,0.3473997064,0.7280678646,0.2505530801,0.2393954482,0.1447855081
46,2.0554565595,0.3335003587,0.6854954998,0.2134670353,0.2600617989,0.1505570707
47,2.9003496928,0.5226829482,1.5159633282,0.4134238520,0.4480134995,0.1889868811
48,3.3308519314,0.3645839412,1.2143751248,0.2708862070,0.3674495186,0.1524593785
49,2.2333834311,0.3692508733,0.8246787823,0.2081948659,0.2387726523,0.1633545058
50,2.2257731597,0.3602241532,0.8017772517,0.2282891000,0.2646735279,0.1514836101
51,2.3288482850,0.3502080723,0.8155814686,0.2354842453,0.3307845934,0.1255226513
52,2.9068630113,0.3206692400,0.9321415526,0.2490914079,0.3225925738,0.1336047374
53,2.3578166336,0.4594087749,1.0832016511,0.3317262814,0.2876118312,0.2149767056
54,2.9107452048,0.3816511711,1.1108893162,0.3187869353,0.3353801632,0.1605867635
55,2.7503021263,0.3734845274,1.0271952899,0.2732421308,0.3412440434,0.1455290018
56,2.5679153578,0.4572236826,1.1741117166,0.3054474752,0.3810161065,0.1998129499
57,2.5565970914,0.3995910827,1.0215933999,0.3066018786,0.3320110709,0.1633651571
58,2.7771602510,0.4370192001,1.2136723515,0.3551083345,0.2990358889,0.1779927472
59,2.6845056392,0.4429124537,1.1890009797,0.3426662281,0.3645918208,0.2012432464
60,2.5180569919,0.4124273313,1.0385155253,0.3150013884,0.3424756230,0.1798528685
61,2.6429276901,0.3776305746,0.9980503022,0.2926043464,0.2534515626,0.1504163840
62,3.3898229997,0.4296497385,1.4564365655,0.3068607479,0.4172119068,0.1925434649
63,2.7731086629,0.3483202340,0.9659298584,0.2789220153,0.2514208509,0.1270069511
64,2.5890073331,0.3878451475,1.0041339310,0.2624566248,0.3589837147,0.1557375755
