idx,R_mean_s,X_jobs_per_s,N_mean,U_A,U_B,U_P
48,3.7528621815,0.3913941219,1.4688481980,0.3146797107,0.4100541466,0.2668188841
49,3.1506935621,0.3782881913,1.1918701689,0.2548805730,0.2967032132,0.2609088931
50,3.8679023098,0.3308956402,1.2798720109,0.2575246020,0.2224897997,0.2427193180
51,2.8643024235,0.2456759476,0.7036902122,0.1719844825,0.1635244976,0.1918529763
52,3.0972297710,0.5335677368,1.6525818794,0.3624662239,0.4035363111,0.3558922654
53,2.8521181353,0.2800147374,0.7986351108,0.2087503387,0.1911907123,0.1837363017
54,3.4056376222,0.3794385282,1.2922301270,0.2836537800,0.2883547607,0.3078155232
55,3.7563744771,0.2180499951,0.8190774365,0.1731389859,0.1536973868,0.1771124817
56,3.2873671305,0.2878255342,0.9461882004,0.1955325671,0.2415204097,0.2057392955
57,3.6673067352,0.3814726894,1.3989773633,0.2990177079,0.4883830473,0.2697397620
58,3.6521975873,0.3203403775,1.1699463536,0.2458680591,0.3242206930,0.2264636775
59,3.4739725553,0.3673717203,1.2762392739,0.2753150161,0.2544167402,0.2487480633
60,3.2993502467,0.5339877712,1.7618126846,0.3884629117,0.4428027467,0.3681147370
61,4.4102480686,0.3648554260,1.6091029379,0.2678956768,0.3249340533,0.2776240324
62,3.6818111127,0.3774050087,1.3895339552,0.2935760912,0.2788759001,0.2689469579
63,3.4461075642,0.4384826350,1.5110583253,0.3451641285,0.2701433456,0.3304074908
64,3.5230705346,0.3855133640,1.3581907733,0.2670256340,0.2154950524,0.2862253891
