idx,R_mean_s,X_jobs_per_s,N_mean,U_A,U_B,U_P
45,2.8941484897,0.5382994145,1.5579184375,0.4198657793,0.4562379718,0.1883861217
46,3.1810971283,0.3497658442,1.1126391226,0.2482111469,0.3373368029,0.1472529526
47,2.2516728641,0.3246401664,0.7309834533,0.1941757891,0.2154856452,0.1550340503
48,2.2572375450,0.4194566600,0.9468133215,0.2620494397,0.3106274762,0.1628815407
49,2.3736283437,0.3438502844,0.8161727810,0.2517378423,0.3253442235,0.1367557271
50,2.8952928331,0.3502372211,1.0140393162,0.2424001151,0.3386209374,0.1401639243
51,2.7741216769,0.4187041758,1.1615363302,0.3324630485,0.3747947316,0.1934902853
52,2.6606152416,0.4336494626,1.1537743696,0.3597303925,0.2795436060,0.1869338749
53,2.5065306370,0.3410493044,0.8548505303,0.2147850882,0.3329907289,0.1359138497
54,2.6819926031,0.4441626378,1.1912409091,0.3194609943,0.3706278789,0.1803423965
55,2.6691893515,0.4002157939,1.0682517353,0.3450298399,0.2849014118,0.1598722742
56,2.7317910624,0.4683874089,1.2795365374,0.3726490887,0.3386513101,0.2071056759
57,2.3985642682,0.4473934954,1.0731020519,0.2996709193,0.3485513174,0.1985777718
58,2.7305177648,0.4176422734,1.1403796469,0.3630721639,0.3158190263,0.1644342373
59,3.1177345424,0.3546723075,1.1057741043,0.2402409115,0.3063475126,0.1548283655
60,2.5834869332,0.3951577420,1.0208848630,0.3116397683,0.2863521159,0.1533010815
61,2.9302457376,0.3918252586,1.1481442940,0.2690803288,0.4078718872,0.1539216506
62,2.5828983735,0.4813997037,1.2434065116,0.3075132815,0.3381328935,0.2619677121
63,2.7013224286,0.4921393224,1.3294269897,0.3105859159,0.4295933787,0.1574128838
64,2.7882129134,0.3869704956,1.0789561329,0.2903566401,0.3367486922,0.1994469177
