idx,R_mean_s,X_jobs_per_s,N_mean,U_A,U_B,U_P
45,1.7568557408,0.3841661824,0.6749245629,0.2677581774,0.1257934799,0.1537421047
46,1.7622112471,0.4034570769,0.7109765986,0.2703928144,0.1595372062,0.1969177153
47,1.8311160068,0.6404446203,1.1727283958,0.4461162018,0.2818325631,0.2060106075
48,2.3383146820,0.3936943127,0.9205811915,0.2611025847,0.1837587677,0.1672055745
49,1.6691954597,0.3907422231,0.6522251447,0.2497776648,0.1275210136,0.1940927635
50,1.9692523835,0.4316055332,0.8499402250,0.3018956991,0.1667035135,0.1611971091
51,1.6877022198,0.4200286319,0.7088832545,0.2809604658,0.1889421765,0.1466144370
52,2.1498135122,0.3953235525,0.8498719147,0.3025421219,0.1972581319,0.1668666445
53,2.4125895431,0.5230428624,1.2618877403,0.4042337963,0.1657504799,0.2413299824
54,2.1473691189,0.4024348274,0.8641761208,0.3502796053,0.1848488224,0.1803598620
55,1.9407026060,0.4362414143,0.8466148496,0.2792152177,0.1934584678,0.1675110834
56,2.0836797691,0.5540415663,1.1544452029,0.3693479294,0.2314485439,0.2336860177
57,2.1222277358,0.4524535976,0.9602095741,0.3622640621,0.1928253094,0.1825775205
58,2.3416303763,0.5378880215,1.2595349302,0.3976259329,0.1637180548,0.2160078947
59,2.1051192717,0.5067383389,1.0667446429,0.3913448531,0.2272101984,0.2329467704
60,1.9744168906,0.4476317107,0.8838116104,0.3634258381,0.1814895006,0.2022156043
61,1.9706882242,0.4343971334,0.8560613154,0.3407524865,0.1405075688,0.1651862230
62,2.1625458384,0.4901531608,1.0599786781,0.3592487499,0.2398277117,0.2239411608
63,2.2450065357,0.3957530218,0.8884681205,0.3272013168,0.1453424022,0.1511476764
64,2.3450650297,0.4874194399,1.1430302833,0.2934056030,0.2214209846,0.1942822652
