k,inc_R_mean_s_batches,inc_X_jobs_per_s_batches,inc_U_A_batches,inc_U_B_batches,inc_U_P_batches
1,2.7725832224850135,0.35918603025944945,0.24503862340509638,0.2578651636642475,0.14157881922688995
2,2.762724680256367,0.3741045743589768,0.236384066991289,0.2659246676501822,0.1469831340752432
3,2.7665404164019507,0.3808413460721744,0.23557057360427935,0.27097420732618965,0.1491623792367177
4,2.767223815998457,0.37926360485222155,0.24047195813369965,0.26930439878116674,0.14859310373807044
5,2.7716784615108407,0.38196617097910435,0.24190611793879943,0.2706613412036394,0.1496207442030792
6,2.7572633942684504,0.38164569934417497,0.2449713798132609,0.2713336777842293,0.14962641109898706
7,2.7505047738766075,0.38387092688382907,0.24573318105843112,0.2730082718425067,0.15042021305268594
8,2.7521905299183618,0.3865581581233355,0.24728767788500805,0.2747788014678748,0.15139186883908232
9,2.768650500166227,0.3842968391591108,0.2493205833179946,0.2732781621542778,0.1505633443341507
10,2.7688768343459507,0.38469759734293596,0.24951791672958162,0.27363939975109985,0.15073435719682085
11,2.7587436948342234,0.38442921109233646,0.24962495782574326,0.2735867123375803,0.15070991701183936
12,2.7511052716610735,0.3850737180786783,0.248314023864159,0.2740857899131677,0.15098640553713047
13,2.747675104111769,0.38455554250451657,0.24914838014740165,0.27380227778108146,0.15083447038896364
14,2.7461380468390586,0.3853441364807856,0.2503145503945051,0.274559597779544,0.15116043125503378
15,2.74427334521003,0.38520428568054993,0.2500700024215757,0.27430666138179516,0.1511318568930268
16,2.7385895105636253,0.38384796377053837,0.2503052453061658,0.2733534877695373,0.15066215193875834
17,2.7391799540299773,0.3842421794358245,0.2500539395369966,0.2735507986556199,0.15087611343665866
18,2.739704408758815,0.38457293850071245,0.24987620197515628,0.2737991918209491,0.15097088157054964
19,2.746029995873242,0.38477890977807006,0.2502912280771519,0.2739643529739551,0.15104757886537276
20,2.745093373214168,0.3841665791132677,0.25007915707036454,0.27341767988203547,0.15084472190560372
21,2.7448767414171904,0.38419939165057504,0.25096454425859843,0.2734822992022319,0.15084724955254206
22,2.7457683397751826,0.3840908932973242,0.25138858031596056,0.2733974545500129,0.15082322959674757
23,2.7503890520897643,0.3840844949875666,0.2529842140842995,0.27326648439732154,0.15077804390808713
24,2.749693595972834,0.3836752933052636,0.25277963583924534,0.27303638208352426,0.15062243973041198
25,2.755270910392205,0.3846500675611682,0.2517826002702986,0.27369996716266193,0.15100982569305846
26,2.754113397041014,0.38503169553033706,0.2514889113550808,0.2740196420426725,0.1511728095860118
27,2.7510375289246025,0.3844142076403423,0.25130255987672334,0.27360837409417144,0.15095024346980526
28,2.748560497711022,0.38366863181460104,0.2516182353978453,0.2732604460648578,0.15067975320404609
29,2.745240776114561,0.3836397987381828,0.2515376199831537,0.27325414234707707,0.1506839454122627
30,2.7485061834725704,0.38401903739571525,0.25155826529673003,0.2734670565949032,0.15076114328419965
31,2.744948124827335,0.384026452402388,0.2515538296015677,0.27343090252976204,0.15074810875124586
32,2.7444591504294533,0.383869245175874,0.2517646991414337,0.2732258550148733,0.15067844413476864
33,2.740644505915689,0.38342281374970955,0.2514241081979611,0.27301332614807894,0.15053298623128172
34,2.739523663055369,0.38356891171354385,0.2515988986151694,0.2732694783390179,0.1505960288394311
35,2.736263304100985,0.3835288136753659,0.251965346808146,0.27331337807798645,0.15058708217353106
36,2.7377241154997387,0.383334278491636,0.2518446663965957,0.27323127451354134,0.15051143227697525
37,2.736437520034039,0.3836456540797056,0.25129272354869314,0.2734574407780221,0.15063537429330487
38,2.7330753479921945,0.3831775037408214,0.2511858923964073,0.273061590598296,0.15044545571138893
39,2.735090077391124,0.38331842089226553,0.2516924532156519,0.2731634552456689,0.1504900464257082
40,2.7359317944277164,0.38335071281084404,0.251583541870115,0.27315819548627457,0.15049580581316843
41,2.734992334999784,0.3834523460151388,0.25199325815561535,0.2732527494932849,0.15053072521434485
42,2.7348505172654396,0.38390805069915296,0.2522104613263932,0.2735387009190017,0.15068942340467448
43,2.7349892865835344,0.38396085431747756,0.2519356906800636,0.27350265301288246,0.15072920783872465
