idx,R_mean_s,X_jobs_per_s,N_mean,U_A,U_B,U_P
48,3.1500532010,0.4128731733,1.3005724613,0.3519921509,0.2070706698,0.3057220457
49,2.2549699105,0.4289660243,0.9673054774,0.2546179617,0.1386934504,0.3283818403
50,2.5913042123,0.4138733489,1.0724717524,0.2939415797,0.1520460502,0.3045778573
51,2.3258723476,0.4050297788,0.9420475625,0.2794991772,0.1912828705,0.2540510271
52,2.6510328288,0.3741540656,0.9918947108,0.2972375168,0.1845653740,0.2728054692
53,2.8759697948,0.5025317115,1.4452660233,0.4188032533,0.1726052175,0.4157767915
54,3.0986953362,0.4475746904,1.3868976057,0.3746774954,0.1873748692,0.3257802774
55,2.5116825382,0.4315746330,1.0839784696,0.3460719580,0.1971598045,0.2956308947
56,2.7303725782,0.5240161411,1.4307593021,0.3826104753,0.2194732637,0.3991218777
57,2.5256312719,0.4668197572,1.1790145771,0.3710630082,0.1929235496,0.3339880467
58,2.9133126628,0.4919781896,1.4332862895,0.4252266975,0.1667907794,0.3501281090
59,2.8898300549,0.5085824376,1.4697168136,0.4437586303,0.2246272061,0.4087208030
60,2.5810435894,0.4767038032,1.2303932954,0.3954984334,0.1850645683,0.3602526176
61,2.5563102435,0.4333142465,1.1076856469,0.3540411229,0.1454121836,0.3020431643
62,3.2226344510,0.4997075621,1.6103748051,0.3846105344,0.2426208212,0.3918936274
63,2.6796480091,0.3985082822,1.0678619249,0.3390888800,0.1438235302,0.2542870172
64,2.6039680356,0.4386242546,1.1421635385,0.3285010899,0.2104884012,0.3071622635
