idx,R_mean_s,X_jobs_per_s,N_mean,U_A,U_B,U_P
23,3.2521996420,0.2438045361,0.7929010251,0.1966197133,0.1861275380,0.1643298497
24,3.0325073589,0.4084745767,1.2387021597,0.2902448852,0.3254325053,0.2569316232
25,2.8884201428,0.2631400239,0.7600589455,0.1979516297,0.1893336694,0.1801498353
26,3.9515585849,0.5154053378,2.0366543871,0.4378608635,0.4196343731,0.3843579915
27,4.2231102019,0.4933655860,2.0835372396,0.4089880136,0.3643718184,0.3445660281
28,3.4489381471,0.3321067915,1.1454157820,0.2370373114,0.1843282595,0.2748062375
29,3.2977596322,0.3104376680,1.0237488099,0.2340247810,0.2328515161,0.2164786727
30,2.8426289839,0.3600851020,1.0235883477,0.2529268215,0.2449162734,0.2429847647
31,4.1489746609,0.5263832414,2.1839507304,0.4334097371,0.3611299961,0.3642733077
32,3.2977435499,0.3814154009,1.2578101782,0.2705447091,0.2859441864,0.2590721501
33,3.2725562748,0.3116282708,1.0198210529,0.2318271881,0.2523117594,0.1965593293
34,3.7953823592,0.4251781008,1.6137134632,0.3398380680,0.3829903844,0.3376498477
35,3.9388229594,0.3167553324,1.2476431756,0.2234288266,0.3325128597,0.2500576337
36,3.5769471978,0.3626646194,1.2972321939,0.2642941648,0.3310205604,0.2813335047
37,2.9917487080,0.2472485923,0.7397056567,0.1952193711,0.1912315176,0.1648335051
38,2.5976812164,0.3431997489,0.8915235413,0.2389056146,0.2019879952,0.2168644920
39,2.8628676262,0.3638857249,1.0417566615,0.2779003979,0.2585903640,0.2279709572
40,4.4952958872,0.4264606321,1.9170667253,0.3338635110,0.3966738605,0.2678910545
41,3.7777287157,0.2643983692,0.9988253118,0.1953329718,0.2109629779,0.1851091262
42,3.1726914004,0.4697056542,1.4902310897,0.3488364765,0.3868003814,0.3236541040
43,4.4192268948,0.3478023394,1.5370174523,0.2518098189,0.4928403283,0.2335131555
44,4.3751370876,0.5046982708,2.2081241228,0.3626979487,0.5091221410,0.3191682329
45,3.9251495666,0.7394487457,2.9024469239,0.5725528315,0.4970340641,0.5226160849
46,3.8543491920,0.4408200732,1.6990744928,0.3516133284,0.4106437912,0.3006155759
47,3.4444087746,0.2518881914,0.8676058967,0.2196256106,0.2078393908,0.1691482936
48,3.5547271637,0.4045884729,1.4382016348,0.2844532200,0.4123881513,0.3195767092
49,3.3819445028,0.2083304080,0.7045618781,0.1536059319,0.1271231554,0.1258005037
50,2.7897906708,0.2109187479,0.5884191552,0.1658091243,0.1397853098,0.1273993191
51,4.2452065736,0.6752819353,2.8667113107,0.5553659531,0.4744209412,0.4676570878
52,4.4945501137,0.4087508551,1.8371512023,0.2515344120,0.2788370374,0.2568891493
53,4.6769475031,0.3383925207,1.5826440549,0.2726883758,0.3037463982,0.2628263117
54,3.2080597436,0.6306197554,2.0230658509,0.4389645552,0.3877388921,0.4448990083
55,2.9403347184,0.3538343961,1.0403915595,0.2479816409,0.1768893958,0.2296672324
56,3.3000467872,0.4399416229,1.4518279393,0.2991283245,0.3808452067,0.2831083359
57,3.3622596844,0.2814317043,0.9462464733,0.1992340382,0.2764626367,0.1972158187
58,3.4586129077,0.3316004235,1.1468775050,0.2270098165,0.2189074848,0.2486978089
59,3.1021095185,0.2206109841,0.6843594338,0.1742458256,0.1763283839,0.1541620503
60,3.9977809384,0.3170242950,1.2673936837,0.2518086999,0.2615752390,0.2473382088
61,3.2998145691,0.3026714498,0.9987596597,0.2183621459,0.2188041353,0.2264530832
62,3.4881973359,0.3218130609,1.1225474616,0.2680752767,0.3441144537,0.2327834532
63,3.7957524573,0.3525864774,1.3383309880,0.2615025506,0.2372262518,0.2288255634
64,3.6837603350,0.3427369103,1.2625606354,0.2759924027,0.2286229108,0.2410116518
